asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,5.5,8.5,7,36,9,24,52,3.6644075886065743,9.610061691169957,276,-0.818004504409357,-0.9618423317461211,117,-0.3000680241497947,-0.27641870640594535,56,-2.7763776198487022,0.9114943303283565,-0.08188718555293092,0.456,
THETA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,4.25,5.5,10.0,10,26,11,20,52,2.0066779379315003,14.164181885308103,345,-1.622844246834188,-4.165538539214452,141,0.18365646368668162,0.3406147248491642,102,-5.117741459487535,1.0293656204899115,0.09152264058675812,0.118,
CHZ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,7.5,8.5,5,29,9,28,52,2.640246971683408,10.770717573178912,207,0.34190158681286986,0.5047213004009787,87,0.9482205196343928,1.4629348850220714,84,-2.2826887046739297,1.2022396434773033,0.359140841672782,0.588,
CRV,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.25,5.5,9.5,9,28,9,16,52,0.9466503847811562,6.884666779674631,361,-4.144147526548996,-9.602762326615121,126,1.7628806515991517,4.348968560216693,117,-1.545616784607251,1.3577644207169892,1.8622299002251916,0.036,
SUSHI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,4.75,3.25,7.0,9.0,5,34,10,28,52,3.807448886077926,12.720552939937747,234,1.585872880615798,1.6575386327323915,69,1.5757085651926346,2.009856302490376,94,-2.1669427882756387,1.387374194584935,0.4138489083738641,0.02,
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.5,9.5,18,38,9,19,52,3.9223971305930045,28.836129830173828,309,0.4114793332497662,0.9213900257839747,114,2.9150151653507774,7.285094798032121,99,-1.4997027798063667,1.7675901908785463,0.7431718585083895,0.002,
KAVA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.25,5.5,7.0,9,28,9,21,52,2.853287374928213,17.213733262890663,345,-0.518026701462219,-1.2105125753398727,135,0.4516222990088104,0.9669499435800422,105,-2.9527840594988586,1.0882030951280675,0.15828139253592463,0.04,
ZIL,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.5,5.0,8.0,10.0,13,26,8,25,52,1.7659389732749664,15.129077091981102,321,-0.16750958280220044,-0.5628021995054633,114,1.3250792611631559,4.008276527679722,120,-4.987637019110613,1.2535198669494807,0.7503539370365512,0.018,
CFX,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.5,9.5,10.0,7,21,10,18,52,3.3856693258515924,20.183397847776273,268,0.1478636478672374,0.23890475880359308,103,-0.9525175010008141,-2.219577063614886,112,-5.018718355801299,0.8160445436200863,-0.28133801896357047,0.342,
ROSE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.25,5.5,6.5,5,28,15,26,52,2.0394386472711945,6.313449069819166,270,0.5710696169106584,0.659730485853327,102,0.5411592551613439,0.667321654161146,102,-2.0042797778315524,1.118178658103834,0.2653471610364081,0.384,
