asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.5,2.0,6.0,8.0,8,34,9,21,52,3.5046592914460297,10.230942512398222,288,-0.24902420334629244,-0.3126814541522416,120,0.3944921314308214,0.3556860013620211,59,-2.6340839314826114,1.1132194242181193,0.11256219182094963,0.254,
THETA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.5,8.0,8.5,14,33,8,23,52,2.476414604781508,16.840414849400354,345,-1.5723581685149541,-3.871209595502567,150,1.1838588221989894,2.1467075580077877,99,-3.937177070668252,1.2834914128701693,0.47805356175543967,0.022,
CHZ,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,3.25,4.75,7.0,10.0,9,38,10,25,52,1.0227410444924605,4.998490336537942,237,0.8322470957578035,1.546859998232386,111,1.8279988999353298,3.050979825793787,75,-2.607475832206907,1.4509079380450678,1.7873526341582213,0.338,
CRV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0,1.5,4.25,5.5,7.0,12,26,16,23,52,1.0142233273328447,8.585022277773579,361,-3.5470495393657333,-8.034650388604536,108,0.877225989994699,2.500732985551557,117,-3.789244614085463,1.172729109156455,0.8649238943276777,0.072,
SUSHI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.75,3.5,7.0,10.0,6,22,10,30,52,3.205959474603248,18.58820593001078,306,3.3071479001218473,6.007826895255719,96,1.2116557602089344,2.4309173028935316,124,-4.181895799778945,1.2313678968354598,0.3779385765189319,0.024,
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.5,9.0,5,30,14,24,52,3.904949262196626,28.9240740253766,309,-0.07087410676244106,-0.2484512348908896,120,3.6720972501313116,9.447735898870778,99,-1.0534539594225234,2.0544135294078467,0.9403700287940926,0.0,
KAVA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,3.0,2.75,6.0,8.5,9,37,11,24,52,2.802405957668857,12.749474804966688,291,1.9979690571869504,3.267557924125075,111,1.1073600205891707,1.9022488313109376,93,-2.4250027834743615,1.257891690246668,0.39514618414182684,0.018,
ZIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.5,4.5,6.0,9.5,9,34,8,26,52,2.017524468249697,17.424331935034388,357,-0.17739559052328507,-0.5436141439533415,114,0.4888931059642266,1.3850644786894017,132,-5.0861068535447025,1.0793019079874062,0.24232325984545094,0.064,
CFX,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,4.0,7.0,8.0,20,39,14,17,52,3.3266009027720886,19.26122476632084,276,-0.15813762468608164,-0.38281788899432456,103,-1.4294489773446921,-2.7696855083127025,99,-5.148953597030581,0.7368175503423001,-0.4297025760299405,0.44,
ROSE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,4.75,2.75,6.0,9.5,14,39,10,16,52,1.5977535971453185,5.182859592113576,231,2.5197198399790106,2.7003134283966945,87,1.5105525653813385,1.8628411083721819,93,-1.8107849750442884,1.363535451914966,0.9454227285610367,0.168,
